21_JUMP_STREET.srt 	21_JUMP_STREET_DVS90 	00:11:53,00 --> 00:12:00,50 	a woman with long blonde hair turns.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1053 	01:52:06,00 --> 01:52:13,50 	it turns at a right angle leading him to a study with a gun case on the wall.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1061 	01:52:31,00 --> 01:52:40,50 	someone turns on the spot.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1070 	01:53:05,00 --> 01:53:08,50 	turning, he spots the suv arriving outside.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1083 	01:53:43,00 --> 01:53:49,50 	reaching a door in the corner he turns the handle.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1090 	01:54:08,00 --> 01:54:14,50 	someone turns and spots him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1134 	01:58:35,00 --> 01:58:43,50 	someone follows and turns on a light revealing a torture chamber with a white tiled center.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1135 	01:58:41,00 --> 01:58:49,50 	turning, someone finds him covering his own face with an oxygen mask as he flips a switch.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1183 	02:06:21,00 --> 02:06:27,50 	he turns and she strikes him in the face knocking him to the tile floor.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1194 	02:07:04,00 --> 02:07:10,50 	she turns a corner, peers down another hallway,
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1307 	02:19:22,00 --> 02:19:29,50 	someone turns the wennerstrom file his way.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1401 	02:30:02,00 --> 02:30:07,50 	she turns from the window.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1405 	02:31:04,00 --> 02:31:10,50 	turning his back to the tv he opens a newspaper.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1420 	02:32:30,00 --> 02:32:38,50 	turning away, she tosses someone's gift into a dumpster against the side of a building.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS54 	00:11:12,00 --> 00:11:22,50 	someone sighs as he sits at the bar, watching his mother turn down one man after another, until they stop approaching her altogether.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS72 	00:25:38,00 --> 00:25:44,50 	someone's expression softens, then turns thoughtful again.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS92 	00:33:41,00 --> 00:33:47,50 	they both settle into their twin beds and someone turns out the light.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS102 	00:35:06,00 --> 00:35:10,50 	someone turns it off.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS207 	01:07:41,00 --> 01:07:47,50 	their expressions soon turned bored and inattentive.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS255 	01:25:00,00 --> 01:25:06,50 	she turns aside and someone places a hand on her shoulder.
THE_SITTER.srt 	THE_SITTER_DVS34 	00:20:03,00 --> 00:20:07,50 	he turns to someone.
THE_SITTER.srt 	THE_SITTER_DVS46 	00:26:36,00 --> 00:26:40,50 	he turns to the slick haired boy.
THE_SITTER.srt 	THE_SITTER_DVS79 	00:42:20,00 --> 00:42:25,50 	the young man turns away from the alarm box.
THE_SITTER.srt 	THE_SITTER_DVS131 	01:10:15,00 --> 01:10:22,50 	she turns to him tearfully and he nods.
THE_SITTER.srt 	THE_SITTER_DVS140 	01:11:21,00 --> 01:11:26,50 	they turn to him.
THE_SITTER.srt 	THE_SITTER_DVS141 	01:12:28,00 --> 01:12:33,50 	they jump on the couch and turn on the tv.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS188 	01:16:07,00 --> 01:16:16,50 	across the room, someone's chicken turns its head inside its cage.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS189 	01:16:15,00 --> 01:16:20,50 	at an intersection, he turns and follows the noise.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS278 	01:44:46,00 --> 01:44:51,50 	in his fists, he turns and heads out.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS282 	01:45:14,00 --> 01:45:24,50 	turning on the spot, someone faces the staff and shrugs playfully.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS299 	01:49:39,00 --> 01:49:49,50 	the first cop shines his light on someone, who turns away and runs a hand over his hair.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS303 	01:49:57,00 --> 01:50:02,50 	in the background, a staffer turns off the conference room lights.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS312 	01:51:32,00 --> 01:51:37,50 	he turns to face the young attorney.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS314 	01:51:46,00 --> 01:51:51,50 	turns away shyly.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS318 	01:53:31,00 --> 01:53:35,50 	she turns back.
THE_VOW.srt 	THE_VOW_DVS55 	00:04:20,00 --> 00:04:25,50 	she turns and finds him right there.
THE_VOW.srt 	THE_VOW_DVS121 	00:12:26,00 --> 00:12:31,50 	someone enters and turns off the stereo.
THE_VOW.srt 	THE_VOW_DVS148 	00:15:36,00 --> 00:15:40,50 	someone turns to the doctor.
THE_VOW.srt 	THE_VOW_DVS152 	00:15:58,00 --> 00:16:05,50 	the real doctor turns to someone who returns a nonplussed glance.
THE_VOW.srt 	THE_VOW_DVS333 	00:44:22,00 --> 00:44:27,50 	turning, someone stares with an enamored look.
THE_VOW.srt 	THE_VOW_DVS369 	00:52:14,00 --> 00:52:21,50 	someone shifts her sad eyes, then turns away.
THE_VOW.srt 	THE_VOW_DVS386 	00:54:23,00 --> 00:54:28,50 	he bounces over to the stereo and turns it on.
THE_VOW.srt 	THE_VOW_DVS394 	00:55:18,00 --> 00:55:25,50 	she turns away from the unfinished sculpture.
THE_VOW.srt 	THE_VOW_DVS415 	00:57:35,00 --> 00:57:40,50 	her husband turns on the spot.
THE_VOW.srt 	THE_VOW_DVS440 	01:02:11,00 --> 01:02:15,50 	he turns.
THE_VOW.srt 	THE_VOW_DVS458 	01:06:13,00 --> 01:06:18,50 	she turns the box of chocolates to face someone.
THE_VOW.srt 	THE_VOW_DVS476 	01:08:02,00 --> 01:08:06,50 	someone turns.
THE_VOW.srt 	THE_VOW_DVS510 	01:10:58,00 --> 01:11:05,50 	as she shuts the door, he turns away and steps around his car.
THE_VOW.srt 	THE_VOW_DVS539 	01:14:26,00 --> 01:14:31,50 	he turns on the spot, watching someone.
THE_VOW.srt 	THE_VOW_DVS540 	01:14:28,00 --> 01:14:33,50 	she smiles briefly at him, then turns away.
THE_VOW.srt 	THE_VOW_DVS556 	01:16:05,00 --> 01:16:10,50 	the young man turns away.
THE_VOW.srt 	THE_VOW_DVS576 	01:20:08,00 --> 01:20:12,50 	someone helplessly turns on the spot.
THE_VOW.srt 	THE_VOW_DVS578 	01:20:27,00 --> 01:20:34,50 	someone regards her longingly, then turns away and walks back inside.
THE_VOW.srt 	THE_VOW_DVS585 	01:21:04,00 --> 01:21:10,50 	on the other side of the glass, two lamps turn on in the mixing room.
THE_VOW.srt 	THE_VOW_DVS620 	01:24:56,00 --> 01:25:02,50 	now someone spots someone at a market and quickly turns tail.
THE_VOW.srt 	THE_VOW_DVS674 	01:34:10,00 --> 01:34:19,50 	now in the alley by the flowerpot garden, fall turns to winter.
THE_VOW.srt 	THE_VOW_DVS693 	01:36:22,00 --> 01:36:29,50 	turning from the entrance someone starts to walk off, but spots someone approaching.
THE_WATCH.srt 	THE_WATCH_DVS40 	00:05:25,00 --> 00:05:31,50 	antonio turns on his flashlight, then flips a few switches.
THE_WATCH.srt 	THE_WATCH_DVS47 	00:06:08,00 --> 00:06:13,50 	antonio turns to a rocking display of batteries.
THE_WATCH.srt 	THE_WATCH_DVS171 	00:32:00,00 --> 00:32:05,50 	someone turns to someone.
THE_WATCH.srt 	THE_WATCH_DVS223 	00:42:03,00 --> 00:42:07,50 	turning away, he pauses.
THE_WATCH.srt 	THE_WATCH_DVS248 	00:46:00,00 --> 00:46:05,50 	someone turns his stare on someone.
THE_WATCH.srt 	THE_WATCH_DVS260 	00:48:42,00 --> 00:48:45,50 	someone turns.
THE_WATCH.srt 	THE_WATCH_DVS276 	00:50:58,00 --> 00:51:06,50 	someone watches him fall, then snaps back to the beast who now turns his attention on him.
THE_WATCH.srt 	THE_WATCH_DVS364 	01:04:04,00 --> 01:04:11,50 	someone turns toward the front door and someone nudges someone forward.
THE_WATCH.srt 	THE_WATCH_DVS415 	01:14:43,00 --> 01:14:49,50 	in someone's basement, someone turns to see someone and someone following someone inside.
THE_WATCH.srt 	THE_WATCH_DVS469 	01:24:41,00 --> 01:24:46,50 	someone and someone take turns shooting the alien.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS22 	00:04:24,00 --> 00:04:29,50 	his five friends all turn and stare at him.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS30 	00:07:11,00 --> 00:07:16,50 	with a smile, he turns away.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS32 	00:07:17,00 --> 00:07:23,50 	he cocks his head at someone, then turns back to the pretty woman.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS58 	00:15:03,00 --> 00:15:09,50 	noting his disappointed look, someone turns away and collects her purchase.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS83 	00:25:28,00 --> 00:25:32,50 	he turns on the tv.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS118 	00:34:13,00 --> 00:34:17,50 	the designer turns away.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS122 	00:35:55,00 --> 00:36:01,50 	someone gives sonia a disappointed look, then turns away.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS129 	00:36:32,00 --> 00:36:38,50 	dressed in a chauffeur's uniform, someone turns forward and drives off.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS158 	00:41:43,00 --> 00:41:48,50 	he turns away thoughtfully.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS179 	00:44:55,00 --> 00:44:59,50 	someone turns away.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS210 	00:52:54,00 --> 00:52:59,50 	turning, someone finds someone in his underwear.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS214 	00:53:49,00 --> 00:53:59,50 	he turns and slaps each of his reluctant friends' hands.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS215 	00:53:57,00 --> 00:54:01,50 	he turns.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS216 	00:54:00,00 --> 00:54:06,50 	someone turns back to his friends, leaning his hands on his knees.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS222 	00:55:11,00 --> 00:55:22,50 	as he turns to leave, he knocks over another server.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS353 	01:27:33,00 --> 01:27:38,50 	she turns off the tv.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS427 	01:38:37,00 --> 01:38:41,50 	he turns to someone.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS16 	00:02:42,00 --> 00:02:51,50 	he turns and shoots into the air.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS86 	00:14:18,00 --> 00:14:25,50 	turning on a flat screen tv, he sits on a couch with a bowl of cereal.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS130 	00:24:20,00 --> 00:24:26,50 	each man turns his laptop to reveal a photo of the same woman.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS178 	00:32:43,00 --> 00:32:55,50 	someone turns to find someone missing from her chair.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS183 	00:34:17,00 --> 00:34:23,50 	he finally turns to someone and offers his hand.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS192 	00:36:42,00 --> 00:36:47,50 	turning, he finds a bald agent grinning at him.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS204 	00:39:48,00 --> 00:39:57,50 	wearing shorts, a big comfy shirt, and a ponytail, she struts into the living room and turns on a flat screen tv.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS284 	00:52:52,00 --> 00:52:57,50 	turning, someone smiles fondly at them.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS331 	01:00:31,00 --> 01:00:35,50 	who turns to their prisoner.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS336 	01:00:49,00 --> 01:00:55,50 	he turns his harsh eyes on someone who gives a cool smirk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS443 	01:19:04,00 --> 01:19:09,50 	with disappointment in her eyes, someone turns away.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS500 	01:26:46,00 --> 01:26:52,50 	heading off, he pauses and turns back to face his approaching friend.
THOR.srt 	THOR_DVS72 	00:08:36,00 --> 00:08:43,50 	the blonde man turns and smiles toward three men standing to the right of the king.
THOR.srt 	THOR_DVS144 	00:21:11,00 --> 00:21:18,50 	his chest heaving, someone continues to stare at the someone, then turns his back to him.
THOR.srt 	THOR_DVS156 	00:22:24,00 --> 00:22:29,50 	the giant leaps at someone, who turns translucent.
THOR.srt 	THOR_DVS163 	00:22:56,00 --> 00:23:03,50 	the giant grips someone's arm, which turns the same dark blue color as the giant's own skin.
THOR.srt 	THOR_DVS170 	00:23:21,00 --> 00:23:28,50 	as someone turns, long spikes of ice shoot up from the ground and impale him.
THOR.srt 	THOR_DVS197 	00:25:48,00 --> 00:25:54,50 	smiling, someone turns to his companions then frowns.
THOR.srt 	THOR_DVS282 	00:38:37,00 --> 00:38:42,50 	someone turns and strides out of the room.
THOR.srt 	THOR_DVS290 	00:39:41,00 --> 00:39:46,50 	someone turns and faces someone.
THOR.srt 	THOR_DVS331 	00:49:40,00 --> 00:49:45,50 	they turn and leave, but someone remains rooted.
THOR.srt 	THOR_DVS333 	00:49:46,00 --> 00:49:51,50 	with a slight someone she finally turns,
THOR.srt 	THOR_DVS393 	00:58:39,00 --> 00:58:45,50 	his smile turns to a frown as the hammer remains embedded in the rock.
THOR.srt 	THOR_DVS411 	01:04:17,00 --> 01:04:22,50 	then lowers his eyes as his brother turns away.
THOR.srt 	THOR_DVS416 	01:05:00,00 --> 01:05:08,50 	someone releases his grip and stares skyward, then adjusts his jacket as he turns and walks away.
THOR.srt 	THOR_DVS467 	01:17:04,00 --> 01:17:13,50 	he turns and stalks off.
THOR.srt 	THOR_DVS483 	01:19:03,00 --> 01:19:11,50 	someone's mouth drops open as he turns toward his four friends standing outside the labs glass entrance.
THOR.srt 	THOR_DVS539 	01:26:13,00 --> 01:26:19,50 	the destroyer turns away from someone then backhands him into the air.
THOR.srt 	THOR_DVS546 	01:26:59,00 --> 01:27:03,50 	then turns and walks away.
THOR.srt 	THOR_DVS547 	01:27:05,00 --> 01:27:10,50 	on earth, the destroyer turns and walks away.
THOR.srt 	THOR_DVS658 	01:38:29,00 --> 01:38:39,50 	someone turns and staggers toward the observatory, his feet sliding on the slick bridge as tors of brilliant energy swirl around the building.
THOR.srt 	THOR_DVS681 	01:41:23,00 --> 01:41:29,50 	someone glances at someone then turns and follows someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS132 	00:14:58,00 --> 00:15:07,50 	everyone turns.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS198 	00:25:59,00 --> 00:26:03,50 	he turns away.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS223 	00:28:29,00 --> 00:28:34,50 	as he turns away, he knocks over a lamp.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS423 	00:45:08,00 --> 00:45:14,50 	he turns back to someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS460 	00:49:50,00 --> 00:49:55,50 	someone turns the nozzle to face someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS491 	00:53:39,00 --> 00:53:44,50 	he turns see through but doesn't disappear.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS524 	00:57:57,00 --> 00:58:04,50 	the father turns and his jaw drops.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS526 	00:58:17,00 --> 00:58:22,50 	he turns his hand palm up demandingly.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS779 	01:23:36,00 --> 01:23:41,50 	he turns away from his visitor.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS803 	01:25:23,00 --> 01:25:28,50 	turning, he finds someone gawking.
TRUE_GRIT.srt 	TRUE_GRIT_DVS63 	00:13:58,00 --> 00:14:03,50 	she turns over, taking the covers with her.
TRUE_GRIT.srt 	TRUE_GRIT_DVS77 	00:22:36,00 --> 00:22:41,50 	he turns and goes.
TRUE_GRIT.srt 	TRUE_GRIT_DVS88 	00:23:44,00 --> 00:23:52,50 	another night in bed with grandma someone who turns over and steals the bed clothes.
TRUE_GRIT.srt 	TRUE_GRIT_DVS374 	01:17:49,00 --> 01:17:55,50 	he touches his hat, turns his horse, and rides off through the trees.
TRUE_GRIT.srt 	TRUE_GRIT_DVS431 	01:25:06,00 --> 01:25:10,50 	someone turns to someone,
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS151 	00:12:44,00 --> 00:12:49,50 	someone turns on a tv.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS153 	00:12:51,00 --> 00:12:55,50 	she turns it off.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS361 	00:42:39,00 --> 00:42:43,50 	someone turns to a vendor.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS375 	00:44:48,00 --> 00:44:55,50 	as someone watches from the bush, someone turns away, but someone grabs her arm and kisses her.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS394 	00:47:37,00 --> 00:47:41,50 	someone turns the back of his neck to her.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS468 	00:57:27,00 --> 00:57:35,50 	he turns away and someone spits it out.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS473 	00:57:55,00 --> 00:58:07,50 	as he turns away to pay the barista, someone faces someone and bounces girlishly.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS525 	01:10:42,00 --> 01:10:48,50 	someone gazes out at the dance floor, then turns to someone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS542 	01:12:39,00 --> 01:12:46,50 	someone meets her gaze for a moment, then turns away and gives a disappointed nod.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS558 	01:14:25,00 --> 01:14:32,50 	as someone turns his back to the elevator, his jaw drops and his wide eyes shift disbelievingly.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS573 	01:16:05,00 --> 01:16:11,50 	he stops, turns the other way, then turns back again.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS573 	01:16:05,00 --> 01:16:11,50 	he stops, turns the other way, then turns back again.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS589 	01:18:29,00 --> 01:18:33,50 	someone turns his back to her.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS600 	01:19:53,00 --> 01:19:58,50 	she turns away with the bottle.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS655 	01:30:52,00 --> 01:30:58,50 	the pilot turns away and the balloon floats off.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS33 	00:05:17,00 --> 00:05:21,50 	he turns away.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS43 	00:07:26,00 --> 00:07:30,50 	someone turns away.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS54 	00:10:18,00 --> 00:10:29,50 	turning thoughtfully to his son, someone sees him leaning against the bank of lockers with his arms crossed.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS76 	00:12:46,00 --> 00:12:53,50 	nodding, someone turns the page.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS92 	00:14:06,00 --> 00:14:11,50 	turning from the window, someone holds her tighter.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS159 	00:27:56,00 --> 00:28:02,50 	he rubs someone's shoulder, causing him to turn away in embarrassment.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS229 	00:38:58,00 --> 00:39:04,50 	amused, someone's rosy lips turn up at the corners.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS260 	00:42:44,00 --> 00:42:50,50 	a smile just dawns on her face and she turns away.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS301 	00:47:51,00 --> 00:47:59,50 	someone runs out, turns tail, and runs back in.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS314 	00:50:52,00 --> 00:51:09,50 	as the visitor turns, we recognize ferris' 	features from the photo on the dartboard.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS339 	00:55:30,00 --> 00:55:35,50 	crystal the capuchin turns on someone's shoulder.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS493 	01:16:24,00 --> 01:16:29,50 	someone turns back to the others.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS508 	01:18:09,00 --> 01:18:14,50 	he abruptly turns and walks off.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS555 	01:26:40,00 --> 01:26:45,50 	he turns to find someone coming out of her room.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS566 	01:27:30,00 --> 01:27:37,50 	turning, someone finds his son staring in at him timidly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS643 	01:34:38,00 --> 01:34:43,50 	a horned owl turns its head.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS645 	01:34:43,00 --> 01:34:51,50 	a peahen turns her head.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS671 	01:38:32,00 --> 01:38:42,50 	scrutinizing it, he turns it in the light, 	then gives it a sniff.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS682 	01:39:31,00 --> 01:39:37,50 	opening the gate again, she turns the key extending a deadbolt.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS683 	01:39:35,00 --> 01:39:43,50 	someone turns the key back, and tries closing the gate, but the extended deadbolt prevents it from latching shut.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS684 	01:39:40,00 --> 01:39:47,50 	someone turns the key persistently, but finds the deadbolt stuck.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS687 	01:40:04,00 --> 01:40:09,50 	someone turns off his walkie-talkie.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS693 	01:40:59,00 --> 01:41:07,50 	the lion turns.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS704 	01:42:18,00 --> 01:42:25,50 	someone peers into the enclosure, then turns his suspicious gaze on the others.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS731 	01:44:50,00 --> 01:44:59,50 	the storm quickly picks up, turning the dirt into mud.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS796 	01:52:58,00 --> 01:53:04,50 	turning, he finds himself face to face with someone.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS811 	01:54:16,00 --> 01:54:25,50 	she turns to her older cousin.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS841 	01:58:10,00 --> 01:58:17,50 	with a smile, he turns to his kids.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS844 	01:58:26,00 --> 01:58:31,50 	someone turns to the pretty brunette.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS50 	00:03:28,00 --> 00:03:36,50 	the bicyclist steps out, carrying a wok and a toothbrush, then turns back to face the blonde.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS83 	00:07:22,00 --> 00:07:28,50 	turning away, someone defensively screws her mouth to one side.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS173 	00:19:50,00 --> 00:19:55,50 	as he gets up, she turns and watches him dress.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS249 	00:33:37,00 --> 00:33:45,50 	turning, someone finds her now spiky-haired ex behind the bar flourishing his hands at a brunette beauty.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS383 	00:55:17,00 --> 00:55:22,50 	she fishes out her phone and turns it off.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS400 	00:57:36,00 --> 00:57:41,50 	she turns on the light at the foyer.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS403 	00:57:46,00 --> 00:57:53,50 	someone turns on a spotlight, which shines over a group of someone sculptures.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS427 	01:00:28,00 --> 01:00:35,50 	he flips a switch, turning on a light and someone's jaw drops.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS482 	01:07:38,00 --> 01:07:43,50 	smiling, she turns on her side.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS504 	01:12:13,00 --> 01:12:18,50 	at the kitchen sink, someone turns on the faucet.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS545 	01:15:09,00 --> 01:15:15,50 	someone pauses and turns to greet an acquaintance.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS588 	01:20:19,00 --> 01:20:24,50 	turning away from the view,
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS620 	01:24:56,00 --> 01:25:02,50 	turning away from someone, someone grabs her in a sisterly embrace.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS740 	01:37:47,00 --> 01:38:14,50 	he tries to wave her off the stage, but she turns to his band.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS100 	00:06:51,00 --> 00:06:57,50 	he slides the coin toward someone, then turns his aim on the boy's mother.
