21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
TRUE_GRIT.srt 	TRUE_GRIT_DVS54 	00:09:08,00 --> 00:09:12,50 	she sits.
TRUE_GRIT.srt 	TRUE_GRIT_DVS68 	00:17:24,00 --> 00:17:34,50 	black suited someone cogburn sits in a wooden chair.
TRUE_GRIT.srt 	TRUE_GRIT_DVS80 	00:22:45,00 --> 00:22:51,50 	she slows up and stares at a man sitting in the shadows on the porch.
TRUE_GRIT.srt 	TRUE_GRIT_DVS94 	00:24:11,00 --> 00:24:15,50 	she sits up and her eyes widen.
TRUE_GRIT.srt 	TRUE_GRIT_DVS96 	00:24:15,00 --> 00:24:21,50 	the man from the porch sits by the window smoking his pipe.
TRUE_GRIT.srt 	TRUE_GRIT_DVS112 	00:29:09,00 --> 00:29:13,50 	someone sits in the saddle
TRUE_GRIT.srt 	TRUE_GRIT_DVS190 	00:40:24,00 --> 00:40:29,50 	she wakes and sits up.
TRUE_GRIT.srt 	TRUE_GRIT_DVS199 	00:43:32,00 --> 00:43:39,50 	two native american kids sit on the porch tormenting a tied up donkey,
TRUE_GRIT.srt 	TRUE_GRIT_DVS210 	00:44:15,00 --> 00:44:20,50 	the two kids sit staring at someone through narrowed eyes.
TRUE_GRIT.srt 	TRUE_GRIT_DVS237 	00:50:10,00 --> 00:50:14,50 	someone and someone stay put, sitting on their horses by some trees.
TRUE_GRIT.srt 	TRUE_GRIT_DVS240 	00:50:19,00 --> 00:50:26,50 	as they continue to sit and wait,
TRUE_GRIT.srt 	TRUE_GRIT_DVS269 	00:55:42,00 --> 00:55:48,50 	someone sits with a bowl of stew and smiles at someone.
TRUE_GRIT.srt 	TRUE_GRIT_DVS293 	01:02:34,00 --> 01:02:43,50 	someone walks out of the cabin and steps up to the four riders who sit side by side on their horses facing him.
TRUE_GRIT.srt 	TRUE_GRIT_DVS316 	01:06:16,00 --> 01:06:22,50 	inside, someone sits with a bandage over his shoulder.
TRUE_GRIT.srt 	TRUE_GRIT_DVS362 	01:14:20,00 --> 01:14:24,50 	someone sits staring at him.
TRUE_GRIT.srt 	TRUE_GRIT_DVS364 	01:15:43,00 --> 01:15:51,50 	someone stares intensely at someone who sits beneath a hide canopy strung up between two trees.
TRUE_GRIT.srt 	TRUE_GRIT_DVS433 	01:25:10,00 --> 01:25:15,50 	he sits down opposite her by the campfire.
TRUE_GRIT.srt 	TRUE_GRIT_DVS438 	01:27:19,00 --> 01:27:24,50 	someone sits down on a box by the flickering campfire.
TRUE_GRIT.srt 	TRUE_GRIT_DVS470 	01:31:24,00 --> 01:31:29,50 	someone approaches, sitting slumped on his horse.
TRUE_GRIT.srt 	TRUE_GRIT_DVS490 	01:32:52,00 --> 01:32:57,50 	someone grimaces in pain and sits up slightly.
TRUE_GRIT.srt 	TRUE_GRIT_DVS494 	01:33:19,00 --> 01:33:23,50 	then sits up again.
TRUE_GRIT.srt 	TRUE_GRIT_DVS512 	01:34:39,00 --> 01:34:44,50 	she sits up and fumbles with the tree root.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS192 	00:15:55,00 --> 00:16:01,50 	now someone sits at the news desk.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS223 	00:20:27,00 --> 00:20:31,50 	someone sits up and frowns.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS238 	00:22:40,00 --> 00:22:44,50 	she sits between them.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS243 	00:23:04,00 --> 00:23:09,50 	her cat sits by a broken fish bowl.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS299 	00:30:35,00 --> 00:30:39,50 	now she sits up in bed.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS316 	00:33:31,00 --> 00:33:36,50 	someone sits on it.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS338 	00:39:00,00 --> 00:39:05,50 	someone sits on a chair, where he finds someone's knitting.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS355 	00:41:59,00 --> 00:42:04,50 	someone sits a few rows up.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS364 	00:42:58,00 --> 00:43:03,50 	sitting back in his seat, someone covers his mouth.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS397 	00:47:48,00 --> 00:47:52,50 	they sit.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS443 	00:53:57,00 --> 00:54:02,50 	someone nods, then sits up.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS448 	00:54:43,00 --> 00:54:48,50 	someone struggles to sit still.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS465 	00:57:09,00 --> 00:57:20,50 	later in a sunny forest, someone and someone sit on boulders at the edge of a creek.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS481 	00:58:39,00 --> 00:58:48,50 	someone sits across from her.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS511 	01:06:57,00 --> 01:07:01,50 	he sits in chair.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS518 	01:08:19,00 --> 01:08:24,50 	someone sits in a booth, talking on the phone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS520 	01:08:27,00 --> 01:08:32,50 	he sits across from her with a big grin.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS560 	01:14:31,00 --> 01:14:40,50 	she sets down her belongings and sits heavily on a love seat.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS567 	01:15:23,00 --> 01:15:27,50 	he sits.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS568 	01:15:26,00 --> 01:15:31,50 	someone sits beside him on the love seat.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS594 	01:18:48,00 --> 01:18:57,50 	she glances around the spacious suite and finds someone sitting at the edge of the bed, wearing a clean unbuttoned dress shirt.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS659 	01:31:16,00 --> 01:31:21,50 	sitting up, someone grins.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS46 	00:08:08,00 --> 00:08:12,50 	his son sits beside him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS59 	00:11:19,00 --> 00:11:29,50 	sitting at a table in a breakfast nook, he smiles.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS69 	00:12:24,00 --> 00:12:30,50 	he sits on the edge of the bed and shoots someone a perplexed glance.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS76 	00:12:46,00 --> 00:12:53,50 	in the next sketch, a boy sits with his elbows on a table, his face buried in his hands.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS89 	00:13:51,00 --> 00:13:59,50 	reaching a bed piled high with stuffed animals, he sits on its edge and sets someone on his lap.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS142 	00:24:54,00 --> 00:25:03,50 	we glimpse someone sitting alone at a booth inside.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS160 	00:28:02,00 --> 00:28:08,50 	sitting on someone's shoulder, crystal slaps a hand over her head.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS188 	00:33:01,00 --> 00:33:13,50 	wearing reading glasses, he sits alone, at the end of the dining room table, in front of a laptop, and surrounded by 	bills.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS379 	01:00:14,00 --> 01:00:23,50 	sitting at the bar, someone stares off with a troubled look,
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS410 	01:04:24,00 --> 01:04:33,50 	later at a restaurant, someone sits across a table from his brother and reads bank statements.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS416 	01:06:20,00 --> 01:06:26,50 	he continues to sketch as she sits beside him at a picnic table.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS433 	01:08:09,00 --> 01:08:16,50 	he looks at someone, who sits at the bar and gives an encouraging nod.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS454 	01:10:53,00 --> 01:11:04,50 	sitting outside, someone draws in his sketchbook.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS533 	01:21:18,00 --> 01:21:25,50 	he releases her hand and they both sit quietly, staring into the darkness.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS547 	01:24:00,00 --> 01:24:07,50 	going into the house, he finds someone sitting at the foot of the stairs, in tears.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS571 	01:27:45,00 --> 01:27:55,50 	sitting beside him on the floor, he glances at his father's grief-stricken expression, then looks to the cage.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS604 	01:31:35,00 --> 01:31:41,50 	someone sits cross-legged on the kitchen floor with the computer on his lap.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS842 	01:58:16,00 --> 01:58:24,50 	someone gestures at someone, and someone's eyes fill with tears as he sees her sitting there.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS48 	00:03:04,00 --> 00:03:09,50 	the woman sits facing him.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS208 	00:26:06,00 --> 00:26:14,50 	she sets the bottle down with a glass already poured, puts down the books, and sits facing a computer.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS310 	00:43:02,00 --> 00:43:09,50 	on the roof, they sit on a couch eating pizza and beer.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS340 	00:49:58,00 --> 00:50:04,50 	someone sits uncomfortably next to someone, who holds a guitar on his bare lap.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS362 	00:52:43,00 --> 00:52:50,50 	someone gazes across the room at her ex, who sits engrossed in his work.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS438 	01:01:48,00 --> 01:01:55,50 	she sinks a shot while sitting on the floor.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS440 	01:01:54,00 --> 01:01:59,50 	sitting on the floor, he kicks the ball.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS493 	01:10:20,00 --> 01:10:24,50 	now in her apartment, someone sits at a table.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS539 	01:14:42,00 --> 01:14:47,50 	someone sits alone at one of them, nibbling on a dinner roll.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS589 	01:20:21,00 --> 01:20:26,50 	he takes a sip and sits on the couch.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS657 	01:32:06,00 --> 01:32:11,50 	she sits up with a resilient look in her eyes.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS73 	00:05:31,00 --> 00:05:38,50 	holding the boy in a grave stare, he indicates a coin sitting on the desk before him..
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS77 	00:05:47,00 --> 00:05:53,50 	on the desk, the coin sits, unmoving, beside a little brass bell.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS150 	00:09:36,00 --> 00:09:45,50 	now an athletically built man with broodingly handsome features, someone sits up on a bed, his back against the wall.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS218 	00:16:07,00 --> 00:16:20,50 	outside an establishment marked "atomic," a bespectacled man sits in a parked car with a lovely auburn-haired woman.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS271 	00:21:13,00 --> 00:21:17,50 	someone sits a few feet away.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS286 	00:22:38,00 --> 00:22:43,50 	two older men sit at a nearby table.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS441 	00:38:59,00 --> 00:39:05,50 	someone crosses to a large hard case sitting on a desk.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS503 	00:45:56,00 --> 00:46:01,50 	someone and someone now sit in front of her.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS515 	00:47:22,00 --> 00:47:29,50 	sitting on a bench inside, a brawny young man with blonde hair lifts his gaze.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS523 	00:48:01,00 --> 00:48:08,50 	later the recruiters enter a pub where logan sits at the bar.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS575 	00:54:14,00 --> 00:54:21,50 	lifting a hatch, they peer into the cab, where someone sits beside someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS669 	01:01:29,00 --> 01:01:37,50 	with a sarcastic salute, someone draws curtains over the window, then sits again.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS793 	01:11:09,00 --> 01:11:14,50 	now someone sits in a small room.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS836 	01:16:45,00 --> 01:16:52,50 	sitting on the window's ledge, someone crosses himself, then spreads his wings.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS859 	01:18:47,00 --> 01:18:53,50 	sitting on his lap, someone peers into his microscope.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS913 	01:23:56,00 --> 01:24:01,50 	her smile fades and she sits.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS914 	01:23:58,00 --> 01:24:03,50 	someone sits across from her.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS931 	01:25:56,00 --> 01:26:02,50 	now in a study, someone and someone sit across from each other,
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS934 	01:26:17,00 --> 01:26:20,50 	someone sits back.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS942 	01:27:37,00 --> 01:27:42,50 	now sitting in the lab, someone taps a syringe,
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS947 	01:27:56,00 --> 01:28:02,50 	he removes the syringe and sits up, keeping his eyes fixed on his foot.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS977 	01:29:48,00 --> 01:29:53,50 	someone sits beside her on the bed.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS997 	01:30:44,00 --> 01:30:51,50 	she sits at a table.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1083 	01:37:42,00 --> 01:37:47,50 	someone sits in a leather chair.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS38 	00:03:57,00 --> 00:04:03,50 	later, she sits on her balcony and stares at the notice.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS46 	00:06:12,00 --> 00:06:21,50 	later, in a dimly lit restaurant, someone wears a cocktail dress as she sits with a brown-haired man.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS87 	00:12:46,00 --> 00:12:52,50 	someone sits on the end of her bed with her hands on her lap.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS96 	00:13:44,00 --> 00:13:49,50 	later, she sits on a sink and holds her cellphone to her ear.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS107 	00:16:55,00 --> 00:17:01,50 	someone sets her purse at the end of the bar and sits beside a short brown-haired man.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS126 	00:23:06,00 --> 00:23:12,50 	sitting on a public bench, she types on her laptop then checks her cellphone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS137 	00:24:03,00 --> 00:24:09,50 	sitting on her bed, she glances at the alarm clock.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS142 	00:24:59,00 --> 00:25:06,50 	someone sits at a table in the center of the room.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS145 	00:25:37,00 --> 00:25:45,50 	someone glances at two men drinking beers at the bar, then at two men sitting at a table near the front windows.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS207 	00:39:08,00 --> 00:39:14,50 	a half dozen cars sit in a macy's parking lot.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS226 	00:42:48,00 --> 00:42:53,50 	sitting on his front steps, someone assembles a baby sling.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS275 	00:53:01,00 --> 00:53:07,50 	later, sitting at a table with someone at woody's, someone gulps down a drink.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS308 	00:58:43,00 --> 00:58:49,50 	she sits on the narrow bed then gazes toward a wall.
ZOMBIELAND.srt 	ZOMBIELAND_DVS114 	00:09:21,00 --> 00:09:26,50 	sitting at the wheel, the newcomer notices.
ZOMBIELAND.srt 	ZOMBIELAND_DVS154 	00:14:23,00 --> 00:14:30,50 	as she drinks, he sits beside her with a resealable plastic bag filled with cereal.
ZOMBIELAND.srt 	ZOMBIELAND_DVS176 	00:17:19,00 --> 00:17:25,50 	turning, he sits up and slams her against the wall.
ZOMBIELAND.srt 	ZOMBIELAND_DVS279 	00:31:47,00 --> 00:31:55,50 	now on a country highway, the escalade sits parked with its hood up.
ZOMBIELAND.srt 	ZOMBIELAND_DVS335 	00:38:29,00 --> 00:38:35,50 	she looks back at him and he pointedly glances at someone who sits gaping.
ZOMBIELAND.srt 	ZOMBIELAND_DVS416 	00:47:43,00 --> 00:47:53,50 	later in a sitting room, a pop art painting shows tiled images of someone's face in bright candy colors.
ZOMBIELAND.srt 	ZOMBIELAND_DVS431 	00:49:32,00 --> 00:49:37,50 	and a stocky man with scraggly hair sits up.
ZOMBIELAND.srt 	ZOMBIELAND_DVS435 	00:49:44,00 --> 00:49:48,50 	in the sitting room, someone dances.
ZOMBIELAND.srt 	ZOMBIELAND_DVS441 	00:50:02,00 --> 00:50:09,50 	in the sitting room, someone swings a golf club, practicing her drives.
ZOMBIELAND.srt 	ZOMBIELAND_DVS491 	00:57:54,00 --> 00:57:59,50 	the four survivors sit pensively by the hearth.
ZOMBIELAND.srt 	ZOMBIELAND_DVS589 	01:08:06,00 --> 01:08:14,50 	back at someone murray's, someone faces someone who sits astride a customized motorcycle.
ZOOKEEPER.srt 	ZOOKEEPER_DVS30 	00:04:48,00 --> 00:05:02,50 	a single shaft of sunlight shines down from the pit's high opening into the otherwise stark enclosure where a gorilla sits with its back to the door.
ZOOKEEPER.srt 	ZOOKEEPER_DVS122 	00:26:36,00 --> 00:26:42,50 	someone sits with his back to him.
ZOOKEEPER.srt 	ZOOKEEPER_DVS363 	01:21:45,00 --> 01:21:49,50 	someone sits on the middle ball.
ZOOKEEPER.srt 	ZOOKEEPER_DVS382 	01:25:06,00 --> 01:25:14,50 	now someone sits in his enclosure with his back to the door.
