21_JUMP_STREET.srt 	21_JUMP_STREET_DVS29 	00:03:22,00 --> 00:03:31,50 	the nerd enters the metropolitan city police academy wearing a blue uniform and takes his place in a registration line.
THE_VOW.srt 	THE_VOW_DVS560 	01:16:43,00 --> 01:16:49,50 	the older man hesitantly takes a drink of his whiskey.
THE_VOW.srt 	THE_VOW_DVS579 	01:20:31,00 --> 01:20:40,50 	someone stares after her estranged husband, then takes a few deep steadying breaths and shuts her eyes.
THE_VOW.srt 	THE_VOW_DVS615 	01:24:32,00 --> 01:24:38,50 	the broad chested young man takes the garbage out
THE_VOW.srt 	THE_VOW_DVS648 	01:30:01,00 --> 01:30:06,50 	someone takes a seat beside her.
THE_VOW.srt 	THE_VOW_DVS664 	01:32:46,00 --> 01:32:53,50 	as they head up to the street, she takes his arm in a friendly gesture.
THE_VOW.srt 	THE_VOW_DVS667 	01:33:14,00 --> 01:33:18,50 	he takes a seat beside her.
THE_VOW.srt 	THE_VOW_DVS706 	01:39:10,00 --> 01:39:17,50 	she takes his arm as they head down the snowy street in the opposite direction.
THE_WATCH.srt 	THE_WATCH_DVS49 	00:06:17,00 --> 00:06:23,50 	the sweaty security guard takes out a revolver and holds it up.
THE_WATCH.srt 	THE_WATCH_DVS146 	00:28:26,00 --> 00:28:29,50 	someone takes it.
THE_WATCH.srt 	THE_WATCH_DVS373 	01:05:26,00 --> 01:05:31,50 	someone nervously glances back, then takes a step down.
THE_WATCH.srt 	THE_WATCH_DVS413 	01:14:19,00 --> 01:14:23,50 	she takes a deep breath.
THE_WATCH.srt 	THE_WATCH_DVS482 	01:26:27,00 --> 01:26:33,50 	the guys take cover.
THE_WATCH.srt 	THE_WATCH_DVS484 	01:26:56,00 --> 01:27:04,50 	he takes out someone's legs, then strikes again.
THE_WATCH.srt 	THE_WATCH_DVS514 	01:30:34,00 --> 01:31:11,50 	someone takes out another creature.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS135 	00:37:04,00 --> 00:37:08,50 	someone takes a steadying breath.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS167 	00:42:51,00 --> 00:42:58,50 	now at someone's apartment, someone kisses her neck as she takes off his belt.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS187 	00:45:35,00 --> 00:45:39,50 	he takes her glass.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS190 	00:46:02,00 --> 00:46:08,50 	averting her gaze, she takes a sip, then returns the drink.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS225 	00:55:48,00 --> 00:55:56,50 	someone's mom glares over her wine glass, taking a long sip.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS238 	00:59:34,00 --> 00:59:40,50 	someone takes breath spray from his pocket and squirts some into his mouth.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS246 	01:01:03,00 --> 01:01:07,50 	he takes two beers.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS252 	01:04:19,00 --> 01:04:23,50 	she takes someone's wine glass.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS278 	01:15:43,00 --> 01:15:50,50 	she toasts bluntly, then takes another side-step.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS458 	01:45:24,00 --> 01:45:30,50 	taking the ring from its box, he slides it onto someone's finger.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS467 	01:46:13,00 --> 01:46:18,50 	sonia sees someone taking the stage.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS18 	00:02:51,00 --> 00:03:00,50 	as enemy fire, takes his captive out, someone dives behind the fallen body and shoots.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS35 	00:04:32,00 --> 00:04:38,50 	he takes it then lifts his gaze to the helipad.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS105 	00:17:37,00 --> 00:17:42,50 	he takes off his sunglasses and she does the same.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS107 	00:18:22,00 --> 00:18:32,50 	someone takes an escalator down to a lower floor, observing a variety of single women.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS109 	00:18:35,00 --> 00:18:41,50 	he checks out a short-haired woman then takes out his cellphone and reads a text message.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS112 	00:19:47,00 --> 00:19:54,50 	later at the video store, someone smiles to herself as she takes the escalator downstairs.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS142 	00:28:20,00 --> 00:28:27,50 	someone carries a huge stuffed pig, someone notices her taking hold of his hand.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS146 	00:29:06,00 --> 00:29:10,50 	he takes her hand.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS215 	00:40:46,00 --> 00:40:54,50 	someone ducks behind the kitchen island then darts around a corner as she takes out her popcorn.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS222 	00:41:21,00 --> 00:41:26,50 	their feet on their desks, they take turns throwing.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS261 	00:48:56,00 --> 00:49:02,50 	now someone takes someone to an enormous art vault.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS269 	00:50:35,00 --> 00:50:40,50 	he takes her to a draped painting.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS272 	00:50:54,00 --> 00:51:01,50 	she takes someone's arm as she gazes wistfully at the stylized yet tender image.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS278 	00:51:50,00 --> 00:51:55,50 	now he takes someone to a dog shelter.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS361 	01:06:57,00 --> 01:07:03,50 	agent someone reluctantly takes it out of his breast pocket.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS409 	01:13:46,00 --> 01:13:53,50 	as someone takes a clip from his gun, someone packs up his belongings in a file box.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS411 	01:14:10,00 --> 01:14:15,50 	someone takes his cellphone from his pocket.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS456 	01:21:09,00 --> 01:21:14,50 	someone takes the mic.
THOR.srt 	THOR_DVS147 	00:21:31,00 --> 00:21:38,50 	someone takes out a spiked mace as someone slashes with a double-bladed sword.
THOR.srt 	THOR_DVS271 	00:36:21,00 --> 00:36:26,50 	he takes off his sunglasses
THOR.srt 	THOR_DVS272 	00:36:23,00 --> 00:36:28,50 	as he stares at the crater, then takes out a cell phone.
THOR.srt 	THOR_DVS276 	00:36:57,00 --> 00:37:04,50 	someone takes the equipment out of someone's hands, then writes in a notebook as he puts on a black t-shirt.
THOR.srt 	THOR_DVS308 	00:44:51,00 --> 00:44:57,50 	someone flinches as someone takes her hand and kisses it.
THOR.srt 	THOR_DVS602 	01:32:04,00 --> 01:32:12,50 	someone inches closer, then glances down as someone takes her hand and kisses it.
THOR.srt 	THOR_DVS687 	01:42:37,00 --> 01:42:42,50 	someone walks up to his mother and takes her hand briefly,
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS125 	00:14:14,00 --> 00:14:18,50 	someone takes off his glasses.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS157 	00:20:33,00 --> 00:20:37,50 	someone takes one.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS168 	00:22:32,00 --> 00:22:38,50 	duke pulls a lever and someone takes off.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS233 	00:30:58,00 --> 00:31:04,50 	at the front door, someone takes out his tube of shrinking paste.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS274 	00:34:16,00 --> 00:34:21,50 	he takes a cautious step toward the boy's pillow,
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS370 	00:40:39,00 --> 00:40:45,50 	glancing at the toilet, someone takes out his shrinking paste.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS381 	00:41:26,00 --> 00:41:33,50 	now, someone lifts a pillow and the head of the child sleeping on it, takes the tooth, and tosses down a dollar.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS419 	00:44:56,00 --> 00:45:00,50 	shaking his head, someone takes out his earphones.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS558 	01:01:25,00 --> 01:01:30,50 	someone returns to the bench and takes a seat,
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS626 	01:09:17,00 --> 01:09:24,50 	the burly player returns to the bench and takes a seat, his gaze downcast.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS769 	01:23:18,00 --> 01:23:22,50 	taking a breath, someone tucks his wings out of sight.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS789 	01:24:38,00 --> 01:24:43,50 	crouching beneath the bed, he takes out his wand.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS805 	01:25:32,00 --> 01:25:37,50 	someone takes in the situation, then tilts her head.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS809 	01:26:06,00 --> 01:26:12,50 	holding someone close, someone takes to the air.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS816 	01:26:54,00 --> 01:26:59,50 	someone takes out a pinch of dust,
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS861 	01:31:32,00 --> 01:31:38,50 	young members of a band wave and take their bows.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS884 	01:33:33,00 --> 01:33:42,50 	the boy takes a bow and someone gives a thumbs up.
TRUE_GRIT.srt 	TRUE_GRIT_DVS73 	00:21:05,00 --> 00:21:09,50 	he takes out tobacco.
TRUE_GRIT.srt 	TRUE_GRIT_DVS75 	00:21:51,00 --> 00:21:56,50 	he takes out her father's revolver.
TRUE_GRIT.srt 	TRUE_GRIT_DVS98 	00:24:22,00 --> 00:24:26,50 	someone stares at him as he takes a puff.
TRUE_GRIT.srt 	TRUE_GRIT_DVS135 	00:34:37,00 --> 00:34:44,50 	she takes an apple from her bag and hurls it at the man's head.
TRUE_GRIT.srt 	TRUE_GRIT_DVS291 	01:02:18,00 --> 01:02:26,50 	someone cocks his rifle and takes aim.
TRUE_GRIT.srt 	TRUE_GRIT_DVS306 	01:03:58,00 --> 01:04:02,50 	someone takes aim.
TRUE_GRIT.srt 	TRUE_GRIT_DVS308 	01:04:07,00 --> 01:04:13,50 	the guy who jumped on the back takes the saddle and escapes.
TRUE_GRIT.srt 	TRUE_GRIT_DVS328 	01:10:06,00 --> 01:10:11,50 	he takes a piece and stands with his legs apart.
TRUE_GRIT.srt 	TRUE_GRIT_DVS334 	01:10:31,00 --> 01:10:36,50 	and before he can shoot, someone takes a shot.
TRUE_GRIT.srt 	TRUE_GRIT_DVS372 	01:17:39,00 --> 01:17:45,50 	she takes someone's hand and they hold each other's gaze for a moment.
TRUE_GRIT.srt 	TRUE_GRIT_DVS390 	01:18:55,00 --> 01:19:02,50 	she takes a few uninhibited steps into the water and dips the bucket.
TRUE_GRIT.srt 	TRUE_GRIT_DVS399 	01:19:29,00 --> 01:19:34,50 	someone takes a rifle from over his shoulder and advances a few steps with the gun leveled at her.
TRUE_GRIT.srt 	TRUE_GRIT_DVS414 	01:21:37,00 --> 01:21:45,50 	two men open fire on someone from the other side of the river and he takes cover behind a tree.
TRUE_GRIT.srt 	TRUE_GRIT_DVS471 	01:31:26,00 --> 01:31:33,50 	someone squints down the barrel of his rifle as he takes aim.
TRUE_GRIT.srt 	TRUE_GRIT_DVS474 	01:31:44,00 --> 01:31:48,50 	someone takes a breath.
TRUE_GRIT.srt 	TRUE_GRIT_DVS528 	01:35:55,00 --> 01:35:59,50 	wrapping the rope around them both, he then takes someone in his arms.
TRUE_GRIT.srt 	TRUE_GRIT_DVS575 	01:40:24,00 --> 01:40:30,50 	he takes out his pistol and points it in the air.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS45 	00:07:19,00 --> 00:07:24,50 	someone takes the printout from her purse.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS230 	00:21:33,00 --> 00:21:40,50 	someone closes his eyes and crosses himself, then takes off his jacket.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS241 	00:22:56,00 --> 00:23:03,50 	she takes out a hair clip and fluffs her shoulder-length hair with both hands.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS383 	00:45:52,00 --> 00:45:58,50 	someone takes his earpiece out and doffs his ball cap.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS389 	00:46:47,00 --> 00:46:51,50 	the anchors take notes.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS413 	00:50:24,00 --> 00:50:31,50 	irritably pursing her lips, she picks up a glass of white wine and takes a seat.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS457 	00:55:48,00 --> 00:55:53,50 	someone takes the remote from the boy.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS527 	01:11:04,00 --> 01:11:15,50 	someone takes her hand and spins her away, then twirls underneath their joined hands, and pulls her into a tight embrace.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS591 	01:18:35,00 --> 01:18:40,50 	she takes a breath and heads back to her room.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS628 	01:25:07,00 --> 01:25:12,50 	she takes someone's place in the basket.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS631 	01:26:31,00 --> 01:26:35,50 	he takes the mic.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS23 	00:03:43,00 --> 00:03:47,50 	he takes his daughter's hand.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS47 	00:08:28,00 --> 00:08:37,50 	steadying it, he takes out a tool on his keychain.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS68 	00:12:20,00 --> 00:12:27,50 	entering the room, someone gently lifts his son's hand and takes the book.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS123 	00:20:39,00 --> 00:20:47,50 	someone takes a seat on a rock and watches his daughter sprinkle her crackers on the ground.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS178 	00:31:14,00 --> 00:31:17,50 	he takes notes.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS285 	00:45:15,00 --> 00:45:19,50 	he takes a few toys off of her.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS298 	00:47:10,00 --> 00:47:15,50 	she gently takes it from her father's grip.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS324 	00:52:32,00 --> 00:52:44,50 	later, as they hike up a grassy sun-kissed slope, someone snidely takes in his 	surroundings through sunglasses.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS356 	00:57:30,00 --> 00:57:42,50 	with his eyes fixed on the escaped bear, someone takes the phone from his son.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS397 	01:03:04,00 --> 01:03:10,50 	he finds the old faded sweatshirt in the top drawer and takes it out.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS434 	01:08:13,00 --> 01:08:18,50 	someone expectantly takes a steadying breath.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS462 	01:12:57,00 --> 01:13:02,50 	he takes her hand as she offers his bag.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS494 	01:16:28,00 --> 01:16:32,50 	someone and someone are taken aback.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS523 	01:20:31,00 --> 01:20:38,50 	later, someone takes the little girl upstairs, followed by someone and someone.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS528 	01:20:50,00 --> 01:20:58,50 	the grieving widower climbs the porch steps and takes a seat in a chair beside someone.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS530 	01:20:59,00 --> 01:21:11,50 	someone takes someone's hand in his.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS562 	01:27:11,00 --> 01:27:18,50 	the zoo owner takes a seat on the floor, leaning back against the wall.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS590 	01:30:11,00 --> 01:30:19,50 	seeing someone throw an arm around his son's shoulder, she takes a deep warm-hearted breath.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS599 	01:31:10,00 --> 01:31:16,50 	someone's lips part as he takes in the evocative image.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS601 	01:31:17,00 --> 01:31:25,50 	taking a deep breath, someone returns his gaze to the portrait, and blinks back tears.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS655 	01:35:53,00 --> 01:35:57,50 	he takes off his shades.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS658 	01:36:41,00 --> 01:36:50,50 	someone strides past and takes a screwdriver to a water fountain.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS681 	01:39:23,00 --> 01:39:33,50 	glancing around, she pulls the gate shut and hurriedly takes a key from a ring on her belt.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS686 	01:39:52,00 --> 01:40:01,50 	she takes out her walkie.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS689 	01:40:15,00 --> 01:40:23,50 	the lion gets down off his rock and takes a few steps towards someone, holding the gate shut from the outside.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS692 	01:40:51,00 --> 01:40:56,50 	someone takes off his jacket and points.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS693 	01:40:59,00 --> 01:41:07,50 	as he takes a step toward someone, someone enters the enclosure behind him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS694 	01:41:07,00 --> 01:41:11,50 	he takes out his tools.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS705 	01:42:22,00 --> 01:42:27,50 	he takes out his electric measuring tape.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS780 	01:51:09,00 --> 01:51:14,50 	someone takes a woman's hand as she climbs up.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS75 	00:06:17,00 --> 00:06:24,50 	on the train, someone sets her box aside, then takes out a magazine and flips through it.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS96 	00:08:24,00 --> 00:08:31,50 	she fidgets self-consciously, then takes a breath and trots across a driveway.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS104 	00:10:01,00 --> 00:10:07,50 	someone takes her notebook from her purse and writes.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS293 	00:40:41,00 --> 00:40:47,50 	she takes a deep breath and scrunches up her face.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS329 	00:47:56,00 --> 00:48:04,50 	she takes out a someone purple thong and matching bra, and gently lays them on a chair with her clothes.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS336 	00:48:51,00 --> 00:48:56,50 	someone leans down and takes a look between her legs.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS350 	00:51:46,00 --> 00:51:54,50 	someone takes a picture of himself in the bath, holding up the ipod, with a goofy grin, and sends it to someone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS361 	00:52:41,00 --> 00:52:46,50 	an older gentleman takes it.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS390 	00:56:02,00 --> 00:56:07,50 	he takes her hand and pulls her aside.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS431 	01:01:07,00 --> 01:01:11,50 	he takes a shot.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS435 	01:01:37,00 --> 01:01:41,50 	taking off his socks, he nods.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS450 	01:02:51,00 --> 01:03:02,50 	someone holds her 	side, but someone pushes him down and takes a shot.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS580 	01:19:53,00 --> 01:19:57,50 	she takes a bite.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS581 	01:20:00,00 --> 01:20:06,50 	someone takes two flutes of champagne from a tray.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS589 	01:20:21,00 --> 01:20:26,50 	he takes a sip and sits on the couch.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS590 	01:20:23,00 --> 01:20:28,50 	someone takes up his guitar,
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS610 	01:22:46,00 --> 01:22:51,50 	someone grabs it and takes a grateful bite.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS653 	01:31:09,00 --> 01:31:14,50 	someone takes a seat beside someone on a single bed.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS672 	01:33:41,00 --> 01:33:52,50 	someone takes the list, then dashes around a few tables, and starts across the lawn.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS689 	01:34:32,00 --> 01:34:39,50 	a photographer takes pictures of a bride and groom.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS742 	01:38:21,00 --> 01:38:26,50 	she takes someone's hand and leads him off the stage.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS61 	00:04:53,00 --> 00:04:59,50 	the aging man breaks off a hunk of chocolate and takes a bite.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS153 	00:09:52,00 --> 00:09:58,50 	we take in the space and find it to be a modest hotel room.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS212 	00:15:53,00 --> 00:15:59,50 	he takes the gold bar, picks up a briefcase, and heads for the door.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS226 	00:17:17,00 --> 00:17:23,50 	its patrons take notice as the women arrive behind them.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS241 	00:18:27,00 --> 00:18:32,50 	he takes a seat on a sprawling couch.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS269 	00:20:51,00 --> 00:20:57,50 	the colonel takes his hand and they vanish.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS285 	00:22:37,00 --> 00:22:41,50 	he takes a seat.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS297 	00:23:08,00 --> 00:23:14,50 	someone takes a long drink, keeping his back to the laughing patron.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS315 	00:24:02,00 --> 00:24:11,50 	someone takes a long drink and the others wait until he lowers his glass before they warily lower their
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS374 	00:31:46,00 --> 00:31:53,50 	taking cover, he draws the nazi's blood and honor knife from a boot sheath.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS386 	00:32:20,00 --> 00:32:26,50 	taking her diamond form, someone catches it.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS452 	00:39:48,00 --> 00:39:54,50 	she takes the glass and crosses the stylish room to a hatch.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS710 	01:04:07,00 --> 01:04:12,50 	taking out the balcony and the soldiers along with it.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS751 	01:08:03,00 --> 01:08:08,50 	it takes on the appearance of volcanic rock
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS790 	01:10:38,00 --> 01:10:42,50 	someone takes him aside.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS823 	01:14:18,00 --> 01:14:24,50 	someone takes a deep breath as his companion grins eagerly.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS824 	01:14:40,00 --> 01:14:43,50 	he takes the gun.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS917 	01:24:32,00 --> 01:24:38,50 	with a determined smile, he takes one of the shots from the case.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS945 	01:27:47,00 --> 01:27:53,50 	steeling himself, the bespectacled young man takes a breath.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS993 	01:30:35,00 --> 01:30:40,50 	she faces someone, who takes a bottle out of a refrigerator.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1039 	01:34:07,00 --> 01:34:14,50 	the officers take off their hats and put on helmets and life vests.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1048 	01:34:48,00 --> 01:34:53,50 	on the us-naval bridge, two triple-barreled cannons take aim.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1165 	01:44:20,00 --> 01:44:27,50 	as angel takes flight, the dark-haired mutant forms a cyclone in each hand.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1231 	01:50:44,00 --> 01:50:50,50 	he takes two steps toward someone and tilts his head
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1322 	02:00:02,00 --> 02:00:07,50 	someone rises and takes someone's hand.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS55 	00:07:42,00 --> 00:07:47,50 	she takes out a cassette tape titled mad love, buddy.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS60 	00:08:08,00 --> 00:08:16,50 	driving a red mini cooper, she pulls to a stop, takes out the cassette tape, and inserts it into a dashboard player.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS84 	00:12:29,00 --> 00:12:36,50 	she takes out her laptop computer, places it on a desk, then plugs it into an outlet.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS89 	00:12:56,00 --> 00:13:01,50 	someone takes out her cellphone and makes a call.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS98 	00:14:17,00 --> 00:14:24,50 	she takes a dress off a hanger, puts on a coat, then drives in her car.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS102 	00:15:18,00 --> 00:15:23,50 	she stops and takes out her phone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS117 	00:20:25,00 --> 00:20:31,50 	someone takes a swig of bottled cider.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS186 	00:35:35,00 --> 00:35:39,50 	she takes another pull.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS187 	00:35:42,00 --> 00:35:47,50 	he takes back the flask then pour someone a drink from a bottle.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS355 	01:08:01,00 --> 01:08:07,50 	she takes off her sunglasses then slowly moves through the living room.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS397 	01:17:27,00 --> 01:17:33,50 	someone takes off her sweater and dress and drops them on the floor.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS400 	01:17:53,00 --> 01:17:59,50 	someone frowns then sets down his crutch and takes off his plain white t-shirt.
