21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS498 	00:56:30,00 --> 00:56:35,50 	someone takes it without looking at him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS532 	01:00:06,00 --> 01:00:13,50 	she looks away as he tattoo's her ankle.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS548 	01:01:40,00 --> 01:01:48,50 	next, someone takes a stack of snapshots from a wax paper envelope and looks through them.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS561 	01:02:32,00 --> 01:02:38,50 	he enters the building and looks around as he climbs a flight of stairs.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS605 	01:06:54,00 --> 01:06:59,50 	someone looks past her to the rape video.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS627 	01:08:48,00 --> 01:08:53,50 	he looks over his shoulder with a troubled gaze as the cat lounges comfortably nearby.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS634 	01:09:15,00 --> 01:09:20,50 	she leaves the apartment without looking back.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS726 	01:20:37,00 --> 01:20:45,50 	at the cottage, someone picks up the cat's bowl from outside the front door and looks out over the yard.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS761 	01:27:50,00 --> 01:27:54,50 	he looks back at his assistant.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS898 	01:39:47,00 --> 01:39:53,50 	without looking at him she offers her lit smoke.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS930 	01:43:28,00 --> 01:43:34,50 	she looks to someone who makes no move to assist her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS948 	01:44:49,00 --> 01:44:56,50 	now, harold pours tea as someone looks through his personal photos.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS951 	01:45:26,00 --> 01:45:32,50 	the journalist looks up at harold's earnest scowl.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS971 	01:47:10,00 --> 01:47:18,50 	someone looks down at a photo in the newspaper article captioned gottfried vanger and carlin shaking hands.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1001 	01:48:52,00 --> 01:48:59,50 	someone looks up, shifting his jaw.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1004 	01:49:11,00 --> 01:49:16,50 	he glares at his phone then looks up.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1078 	01:53:30,00 --> 01:53:36,50 	he looks over his shoulder then darts out of view as someone enters the house.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1146 	02:01:08,00 --> 02:01:15,50 	at the cottage someone drops her helmet and bag then looks around for someone.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1151 	02:01:24,00 --> 02:01:29,50 	she looks up from the laptop then crosses the room,
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1192 	02:06:58,00 --> 02:07:05,50 	she looks in a study then heads through a hallway past a modern painting
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1226 	02:09:11,00 --> 02:09:17,50 	she looks at the gun, releases its trigger, then turns away.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1239 	02:10:31,00 --> 02:10:36,50 	she looks at him directly.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1288 	02:15:50,00 --> 02:15:55,50 	she looks at the photo.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1291 	02:16:52,00 --> 02:16:57,50 	gottfried strangles her as young someone looks on.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1301 	02:18:57,00 --> 02:19:03,50 	they look at someone who leans against a brick wall across the park.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1393 	02:29:03,00 --> 02:29:08,50 	someone looks out a window then exits.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS49 	00:10:46,00 --> 00:10:52,50 	she looks around at the other guests,
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS94 	00:34:04,00 --> 00:34:09,50 	someone looks over at his mother.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS98 	00:34:40,00 --> 00:34:46,50 	he looks over to see someone, dressed in a plum-colored robe,
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS109 	00:41:40,00 --> 00:41:46,50 	as someone looks away, someone slowly glances over at him.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS117 	00:42:49,00 --> 00:42:56,50 	with a resigned expression, she leans on her hand and looks out the window beside her.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS125 	00:46:49,00 --> 00:46:56,50 	people at the other tables turn to look and someone's face falls.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS126 	00:46:55,00 --> 00:47:01,50 	someone looks sternly at her son, her glasses sitting low on her nose.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS137 	00:47:58,00 --> 00:48:04,50 	someone taps her fingertips together, looking around the room.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS147 	00:50:34,00 --> 00:50:44,50 	after a while, he looks at his wristwatch, then steps out onto the balcony, and leans on the railing, looking down around the parking lot.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS147 	00:50:34,00 --> 00:50:44,50 	after a while, he looks at his wristwatch, then steps out onto the balcony, and leans on the railing, looking down around the parking lot.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS154 	00:53:05,00 --> 00:53:11,50 	someone looks to the ceiling, bites her lip,
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS156 	00:53:16,00 --> 00:53:21,50 	he looks at her with a half-smile.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS158 	00:53:55,00 --> 00:53:59,50 	someone looks off into the distance.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS166 	00:54:43,00 --> 00:54:48,50 	someone looks down at the table, with a slight frown.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS181 	00:59:07,00 --> 00:59:13,50 	he blocks someone's view, who strains to look around him.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS213 	01:09:31,00 --> 01:09:35,50 	someone looks for her.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS219 	01:12:57,00 --> 01:13:02,50 	someone's face falls and she looks down.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS254 	01:24:53,00 --> 01:24:59,50 	someone's expression freezes and she looks to the floor.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS277 	01:31:26,00 --> 01:31:33,50 	he looks from his mother to his phone and shrugs with a wry smile.
THE_SITTER.srt 	THE_SITTER_DVS51 	00:29:45,00 --> 00:29:50,50 	someone looks up.
THE_SITTER.srt 	THE_SITTER_DVS78 	00:42:10,00 --> 00:42:20,50 	someone looks at a framed photo of his father, someone, and their young son, then punches in another four-digit code, followed by the pound key.
THE_SITTER.srt 	THE_SITTER_DVS135 	01:10:42,00 --> 01:10:46,50 	she looks in the mirror.
THE_SITTER.srt 	THE_SITTER_DVS153 	01:15:49,00 --> 01:15:53,50 	she looks away.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS51 	00:14:28,00 --> 00:14:34,50 	she looks over from her laptop.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS59 	00:15:51,00 --> 00:15:55,50 	someone looks at someone.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS97 	00:31:48,00 --> 00:31:54,50 	someone bites his lips, then looks up resolutely.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS123 	00:38:46,00 --> 00:38:52,50 	someone looks over at it then grabs her computer.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS132 	00:45:36,00 --> 00:45:42,50 	forward and slowly looks up, then gazes at someone with an astonished expression.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS150 	00:52:14,00 --> 00:52:19,50 	she looks up then eyes him flatly.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS151 	00:52:54,00 --> 00:52:58,50 	someone looks on his friend's face.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS157 	00:55:13,00 --> 00:55:19,50 	someone looks at scans.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS168 	01:05:05,00 --> 01:05:10,50 	someone sullenly looks up at the ad executive.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS174 	01:07:14,00 --> 01:07:19,50 	looking away, someone shakes his head.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS203 	01:20:21,00 --> 01:20:28,50 	someone shakes his head and looks away.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS206 	01:24:27,00 --> 01:24:32,50 	look over a verdant landscape with the river flowing through it.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS215 	01:27:33,00 --> 01:27:38,50 	the three students swap looks.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS218 	01:28:42,00 --> 01:28:50,50 	someone looks helplessly to someone who bows his head.
THE_VOW.srt 	THE_VOW_DVS60 	00:05:19,00 --> 00:05:23,50 	she looks him in the eye.
THE_VOW.srt 	THE_VOW_DVS179 	00:19:42,00 --> 00:19:48,50 	the girl with the beauty someone crouches in front of someone and looks up at him.
THE_VOW.srt 	THE_VOW_DVS288 	00:37:49,00 --> 00:37:57,50 	later, someone stands by a stairway to an l-train platform and looks around in confusion.
THE_VOW.srt 	THE_VOW_DVS418 	00:58:20,00 --> 00:58:24,50 	she looks to someone.
THE_VOW.srt 	THE_VOW_DVS419 	00:58:24,00 --> 00:58:30,50 	her mom looks away worriedly then puts on a smile.
THE_VOW.srt 	THE_VOW_DVS449 	01:04:48,00 --> 01:04:54,50 	someone smiles at someone, then looks around uncertainly.
THE_VOW.srt 	THE_VOW_DVS500 	01:10:07,00 --> 01:10:14,50 	as they make out, we look on from the far end of the table.
THE_VOW.srt 	THE_VOW_DVS507 	01:10:36,00 --> 01:10:41,50 	someone hunches her shoulders and looks away.
THE_VOW.srt 	THE_VOW_DVS569 	01:18:22,00 --> 01:18:30,50 	someone looks down at someone, who sprawls on the floor with a bleeding nose, then follows someone outside.
THE_VOW.srt 	THE_VOW_DVS684 	01:35:53,00 --> 01:35:58,50 	someone looks away thoughtfully.
THE_WATCH.srt 	THE_WATCH_DVS37 	00:05:16,00 --> 00:05:20,50 	antonio looks around.
THE_WATCH.srt 	THE_WATCH_DVS123 	00:20:46,00 --> 00:20:52,50 	someone holds the rolled up magazine to his eye and looks someone over.
THE_WATCH.srt 	THE_WATCH_DVS175 	00:32:29,00 --> 00:32:34,50 	he slows down and stops to look at it.
THE_WATCH.srt 	THE_WATCH_DVS250 	00:47:12,00 --> 00:47:17,50 	someone creases his brow and looks away.
THE_WATCH.srt 	THE_WATCH_DVS279 	00:51:11,00 --> 00:51:17,50 	looking around, someone spots a garden gnome.
THE_WATCH.srt 	THE_WATCH_DVS293 	00:53:20,00 --> 00:53:27,50 	later, someone poses so the alien looks like it's giving him a blow job.
THE_WATCH.srt 	THE_WATCH_DVS327 	00:56:45,00 --> 00:56:52,50 	the postal worker leisurely raises his head from a stack of mail and looks directly at him.
THE_WATCH.srt 	THE_WATCH_DVS402 	01:12:30,00 --> 01:12:35,50 	he blinks and looks off to one side.
THE_WATCH.srt 	THE_WATCH_DVS409 	01:13:46,00 --> 01:13:51,50 	he looks into her eyes and shakes his head.
THE_WATCH.srt 	THE_WATCH_DVS508 	01:30:01,00 --> 01:30:07,50 	someone removes the orb from the tower, then looks around.
THE_WATCH.srt 	THE_WATCH_DVS540 	01:33:03,00 --> 01:33:08,50 	someone looks over the hood of the police car.
THE_WATCH.srt 	THE_WATCH_DVS549 	01:34:25,00 --> 01:34:29,50 	someone looks to someone.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS155 	00:40:57,00 --> 00:41:01,50 	she looks away.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS224 	00:55:42,00 --> 00:55:46,50 	wide-eyed, someone looks around.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS303 	01:19:53,00 --> 01:19:58,50 	the couple looks expectantly at someone.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS345 	01:24:49,00 --> 01:24:55,50 	sliding on a suit jacket he turns and looks at someone.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS409 	01:36:00,00 --> 01:36:04,50 	his mother looks on from the kitchen.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS434 	01:41:05,00 --> 01:41:09,50 	he looks skyward.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS444 	01:42:39,00 --> 01:42:44,50 	frowning, she looks away.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS468 	01:46:23,00 --> 01:46:27,50 	someone looks over.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS508 	01:52:58,00 --> 01:53:01,50 	he looks away.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS537 	01:56:43,00 --> 01:56:54,50 	now someone smacks leslie's legs as she looks to pass.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS99 	00:15:26,00 --> 00:15:31,50 	looking back, she heads across the testing area.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS199 	00:38:40,00 --> 00:38:44,50 	someone looks up from a file.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS322 	00:58:42,00 --> 00:58:49,50 	looking out the window, he sees someone on the next roof.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS351 	01:03:56,00 --> 01:04:01,50 	they both glance away shyly then look each other in the eyes.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS365 	01:07:36,00 --> 01:07:44,50 	standing at the prow of the ship, someone winslet looks out over the water.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS371 	01:08:30,00 --> 01:08:35,50 	he looks back over his shoulder toward the elevator.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS475 	01:23:48,00 --> 01:23:54,50 	someone looks from someone to someone.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS491 	01:25:31,00 --> 01:25:37,50 	as someone looks on, they both turn their attention to him.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS496 	01:26:14,00 --> 01:26:18,50 	he looks to his friend.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS508 	01:27:41,00 --> 01:27:48,50 	looking up at someone, someone shakes her head knowingly and smiles.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS510 	01:27:57,00 --> 01:28:05,50 	now in the someone arts dojo, someone and someone face off again as both of their fathers look on.
THOR.srt 	THOR_DVS150 	00:21:43,00 --> 00:21:48,50 	someone kicks a giant across the ground and looks up at someone.
THOR.srt 	THOR_DVS181 	00:24:11,00 --> 00:24:18,50 	carried by someone, someone looks back as the beast races toward them on four legs.
THOR.srt 	THOR_DVS364 	00:55:38,00 --> 00:55:46,50 	someone looks up at the night sky and grins.
THOR.srt 	THOR_DVS409 	01:03:10,00 --> 01:03:16,50 	his brow furrowed, someone look down as a tear falls.
THOR.srt 	THOR_DVS522 	01:23:45,00 --> 01:23:53,50 	he looks up as the destroyer fires another beam.
THOR.srt 	THOR_DVS561 	01:28:22,00 --> 01:28:27,50 	the destroyer pauses and looks back.
THOR.srt 	THOR_DVS692 	01:43:16,00 --> 01:43:22,50 	someone walks to someone, who stands on a balcony and looks out over his sprawling kingdom.
THOR.srt 	THOR_DVS693 	01:43:43,00 --> 01:43:48,50 	someone stares straight ahead then looks down.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS97 	00:11:06,00 --> 00:11:10,50 	someone looks down.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS101 	00:11:22,00 --> 00:11:29,50 	someone looks up, peering through a seemingly endless funnel of energy.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS207 	00:27:02,00 --> 00:27:06,50 	someone looks away.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS247 	00:32:26,00 --> 00:32:31,50 	now, he straightens on the other side of the door and looks around.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS284 	00:34:50,00 --> 00:34:57,50 	as he straightens, he looks at the boy, then turns to the edge of the bed.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS368 	00:40:21,00 --> 00:40:26,50 	they look under someone's stall.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS423 	00:45:08,00 --> 00:45:14,50 	looking away impatiently, someone sets his hands on his hips.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS468 	00:50:17,00 --> 00:50:22,50 	the woman looks up as a rocking seems
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS540 	00:59:11,00 --> 00:59:15,50 	someone looks on.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS686 	01:16:08,00 --> 01:16:14,50 	the athlete looks away, his chest heaving.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS727 	01:20:18,00 --> 01:20:23,50 	beside them, someone looks on proudly.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS754 	01:22:39,00 --> 01:22:44,50 	someone looks up at the hovering wreath
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS820 	01:27:30,00 --> 01:27:33,50 	someone looks on.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS854 	01:30:58,00 --> 01:31:05,50 	in the talent show's packed audience, someone anxiously looks around.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS869 	01:31:58,00 --> 01:32:03,50 	swaying on his feet, he looks down at his instrument.
TRUE_GRIT.srt 	TRUE_GRIT_DVS31 	00:03:15,00 --> 00:03:20,50 	at the undertakers, lying in an open coffin, someone's bearded father looks serene as if he's sleeping.
TRUE_GRIT.srt 	TRUE_GRIT_DVS34 	00:04:26,00 --> 00:04:30,50 	someone looks around.
TRUE_GRIT.srt 	TRUE_GRIT_DVS60 	00:13:49,00 --> 00:13:53,50 	someone looks thoughtful.
TRUE_GRIT.srt 	TRUE_GRIT_DVS133 	00:34:08,00 --> 00:34:15,50 	the ferryman walks up and someone looks at two figures on the opposite bank.
TRUE_GRIT.srt 	TRUE_GRIT_DVS186 	00:40:13,00 --> 00:40:18,50 	someone looks bewildered.
TRUE_GRIT.srt 	TRUE_GRIT_DVS219 	00:46:39,00 --> 00:46:43,50 	they look up.
TRUE_GRIT.srt 	TRUE_GRIT_DVS220 	00:47:20,00 --> 00:47:26,50 	high up in the tree, someone looks down indignantly.
TRUE_GRIT.srt 	TRUE_GRIT_DVS228 	00:48:23,00 --> 00:48:27,50 	they both look round.
TRUE_GRIT.srt 	TRUE_GRIT_DVS233 	00:48:38,00 --> 00:48:43,50 	someone looks down from high above.
TRUE_GRIT.srt 	TRUE_GRIT_DVS252 	00:52:38,00 --> 00:52:45,50 	that night, someone and someone look down at a cabin lodged into a muddy hillside.
TRUE_GRIT.srt 	TRUE_GRIT_DVS270 	00:57:31,00 --> 00:57:35,50 	she looks at moon.
TRUE_GRIT.srt 	TRUE_GRIT_DVS275 	00:58:15,00 --> 00:58:21,50 	he looks down at moon with a knife sticking out of his chest.
TRUE_GRIT.srt 	TRUE_GRIT_DVS285 	01:01:18,00 --> 01:01:24,50 	someone picks up his rifle and looks down into the gloom.
TRUE_GRIT.srt 	TRUE_GRIT_DVS291 	01:02:18,00 --> 01:02:26,50 	someone looks nervously between the cabin and the approaching posse.
TRUE_GRIT.srt 	TRUE_GRIT_DVS311 	01:04:25,00 --> 01:04:29,50 	someone looks him over.
TRUE_GRIT.srt 	TRUE_GRIT_DVS356 	01:12:59,00 --> 01:13:02,50 	someone looks in.
TRUE_GRIT.srt 	TRUE_GRIT_DVS363 	01:14:25,00 --> 01:14:29,50 	someone looks shocked.
TRUE_GRIT.srt 	TRUE_GRIT_DVS366 	01:16:33,00 --> 01:16:37,50 	he looks earnest.
TRUE_GRIT.srt 	TRUE_GRIT_DVS368 	01:17:21,00 --> 01:17:25,50 	he looks down at her from his horse.
TRUE_GRIT.srt 	TRUE_GRIT_DVS379 	01:18:06,00 --> 01:18:11,50 	she looks down at someone sleeping on animal hides.
TRUE_GRIT.srt 	TRUE_GRIT_DVS391 	01:19:03,00 --> 01:19:10,50 	she looks up to see three or four horses drinking from the water on the opposite side.
TRUE_GRIT.srt 	TRUE_GRIT_DVS394 	01:19:14,00 --> 01:19:18,50 	the man turns to look at her.
TRUE_GRIT.srt 	TRUE_GRIT_DVS405 	01:20:11,00 --> 01:20:19,50 	he looks away, then raises his eyebrows.
TRUE_GRIT.srt 	TRUE_GRIT_DVS440 	01:27:26,00 --> 01:27:33,50 	someone looks somewhat disgusted by his self-pity.
TRUE_GRIT.srt 	TRUE_GRIT_DVS445 	01:28:15,00 --> 01:28:19,50 	he looks at her.
TRUE_GRIT.srt 	TRUE_GRIT_DVS448 	01:28:45,00 --> 01:28:53,50 	someone looks up to see someone.
TRUE_GRIT.srt 	TRUE_GRIT_DVS449 	01:29:13,00 --> 01:29:17,50 	they look down at the plain.
TRUE_GRIT.srt 	TRUE_GRIT_DVS478 	01:31:57,00 --> 01:32:03,50 	someone looks up from his gun and frowns.
TRUE_GRIT.srt 	TRUE_GRIT_DVS497 	01:33:31,00 --> 01:33:36,50 	she slowly looks the dead man over
TRUE_GRIT.srt 	TRUE_GRIT_DVS509 	01:34:29,00 --> 01:34:33,50 	she turns to look at the corpse, her head now level with its fleshless skull.
TRUE_GRIT.srt 	TRUE_GRIT_DVS533 	01:36:46,00 --> 01:36:52,50 	someone looks down at the simpleton lying sprawled on the dry earth.
TRUE_GRIT.srt 	TRUE_GRIT_DVS557 	01:38:52,00 --> 01:38:58,50 	someone looks at the exhausted horse and put his hand on his pistol.
TRUE_GRIT.srt 	TRUE_GRIT_DVS579 	01:40:54,00 --> 01:40:58,50 	someone looks down at someone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS213 	00:17:23,00 --> 00:17:28,50 	someone looks sharply at someone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS250 	00:23:45,00 --> 00:23:50,50 	she holds him close and looks down.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS305 	00:31:52,00 --> 00:31:56,50 	someone looks on.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS390 	00:46:53,00 --> 00:46:58,50 	as someone spots his nephew, someone looks on.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS460 	00:56:10,00 --> 00:56:16,50 	someone rolls her eyes, then looks back at their table.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS513 	01:07:50,00 --> 01:07:58,50 	someone looks toward the stage.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS569 	01:15:33,00 --> 01:15:37,50 	she looks away.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS647 	01:30:10,00 --> 01:30:16,50 	someone looks away, shakes his head, and takes a few deep breaths.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS651 	01:30:32,00 --> 01:30:37,50 	he looks away, shaking his head.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS653 	01:30:44,00 --> 01:30:51,50 	as someone leans her against the basket's edge, the pilot looks on anxiously.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS109 	00:17:48,00 --> 00:17:54,50 	he looks around the spacious, mostly empty rooms.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS112 	00:18:29,00 --> 00:18:35,50 	startled by the sound, someone and someone look around.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS115 	00:19:01,00 --> 00:19:05,50 	someone looks up at her dad.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS117 	00:19:33,00 --> 00:19:38,50 	he looks at his daughter, who lowers her saddened gaze.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS119 	00:20:05,00 --> 00:20:10,50 	he looks back, but finds no sign of his daughter.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS185 	00:32:42,00 --> 00:32:49,50 	he looks back with a grin.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS193 	00:33:31,00 --> 00:33:35,50 	he looks to his left.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS195 	00:33:37,00 --> 00:33:41,50 	he looks to the right, then back at the tree.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS242 	00:39:55,00 --> 00:40:00,50 	he looks around, then resumes drawing.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS275 	00:44:10,00 --> 00:44:16,50 	her father looks to spar, then nods resolutely.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS277 	00:44:25,00 --> 00:44:32,50 	the boy takes a recoiling step back, then looks around uneasily as he advances.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS287 	00:45:34,00 --> 00:45:39,50 	he looks in, but remains unseen.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS317 	00:52:00,00 --> 00:52:04,50 	someone looks her up and down.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS345 	00:55:59,00 --> 00:56:05,50 	someone's brow knits as she looks on, and someone shakes her head.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS363 	00:58:27,00 --> 00:58:31,50 	the bear looks up at him.
